age	city	ethnicity	first_name	last_name	location	name	sex	state	tiernum	year	years_of_schooling	vowel	stress	pre_word	word	fol_word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	pre_seg	fol_seg	context	vowel_index	pre_word_trans	word_trans	fol_word_trans	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants
												OW	1		SO		805.5	1704.1	2944	400.8	392.7	379.9	325.27	325.259	325.349	0.09	63	0	0	0	3	0										731.9	1575.8	672.9	1504.3	661.6	1469.8	643.5	1461.7	623.7	1482.3	5
												AE	1		THAT		832.7	1818.4	2938	137.7	153	211.6	325.406	325.379	325.459	0.08	3	1	4	1	3	0										813.4	1781	834.2	1822	843.3	1855	839.1	1849.1	815.4	1772.7	4
												AH	1		WAS		643	1759.1	2828.6	138.6	221.5	315.3	325.542	325.519	325.589	0.07	6	3	4	2	9	0										648.9	1726.9	642.5	1761.3	638.7	1784.2	628.8	1770.5	601	1725.1	4
												AH	0		A		812.5	1678.5	2510.9	244.7	275.2	1212.7	326.016	325.999	326.049	0.05	6	0	0	0	0	0										829.8	1739	812.5	1678.5	748.8	1584.1	664.1	1575.6	585.2	1522	6
												IH	1		BIG		646.5	2199.7	2937.1	90.2	99.5	208.9	326.199	326.179	326.239	0.06	1	1	6	2	1	0										651.3	2158.6	645.4	2205.3	636.4	2263.4	630.4	2343.3	624.1	2413	4
												EY	1		BASEBALL		626.1	2525.6	3090.3	113.1	126.4	285.4	327.046	327.034	327.144	0.11	21	3	4	1	1	4										612.8	2596.7	569.2	2663.2	524.2	2666.6	520.9	2561.4	548.1	2400.2	4
												AO	0		BASEBALL		718.3	1244	2444	99.6	213	1403.8	327.304	327.284	327.344	0.06	53	5	4	2	1	0										780.2	1417.4	721.9	1232.7	768.3	1223.7	803.8	1239.9	813.7	1244.6	6
												AE	1		BASKETBALL		728.6	2106.3	2901.8	124.2	155.8	219.3	328.34	328.303	328.413	0.11	3	3	4	1	1	5										675.8	2059.5	732.9	2104.8	792.2	2062	799.9	2023.2	764.1	1929.2	4
												AO	2		BASKETBALL		791.4	1293.1	2867.2	96.2	145.5	209.4	328.629	328.602	328.683	0.081	53	5	4	2	1	0										759.1	1280.2	793.5	1293.1	808.5	1299.4	809.6	1303.1	806.4	1304.7	5
												EY	1		BASEBALL		562.6	2168.8	2936.3	77.5	171.1	312.9	329.164	329.152	329.233	0.081	21	3	4	1	1	4										556.1	2215.7	550.8	2346.1	548.5	2404.7	543.7	2415.6	529.6	2343.1	4
												AY	1		HIGHSCHOOL		935.1	1933.7	2883.8	246.4	291.4	1195.7	331.305	331.293	331.393	0.1	47	3	4	1	0	4										915.9	1958.5	850.4	2061.3	779.8	2194.1	674	2237.2	602.9	2153.6	4
												AA	1		NOT		954	1832.9	2425.1	169.3	253.5	1508.9	336.196	336.159	336.27	0.111	5	1	4	1	4	0										895.5	1877.1	960.6	1828.9	978.9	1817.2	953.8	1811.5	899.6	1788.2	5
												ER	0		AROUND		694	1422.1	1966.6	159	233.1	204.8	336.323	336.3	336.37	0.07	94	0	0	0	0	1										700	1508.6	693.7	1414.4	700	1375	722.5	1403.2	762.8	1471.7	6
												AW	1		AROUND		866.2	1608	2217.9	80.2	226.6	322.5	336.382	336.37	336.42	0.05	42	4	4	2	7	0										866.2	1608	876.9	1615.1	890.3	1624	895.7	1639.3	892.6	1664.7	5
												IH	1		HERE		798.6	2378.6	2845.4	194.4	343	282.8	336.56	336.54	336.6	0.06	14	6	4	2	0	0										787.9	2222.7	798.2	2374.2	783.1	2322.4	793	2265.4	803.7	2229.1	5
												EH	1		EXCEPT		724.7	1746.8	2596.3	130.9	176.7	922	337.576	337.553	337.623	0.07	2	1	1	1	3	3										695.2	1784.3	726.6	1743.5	729.1	1693.6	691.8	1609.9	583.3	1547.6	5
												AY	1		LIKE		671.1	1713.5	2918.5	85.6	144.9	208.3	337.75	337.743	337.823	0.08	47	1	6	1	7	0										662	1848.4	629	2022.6	601.7	2185.9	601	2347.1	603.7	2158.6	5
												AA	1		FOLLOW		860.6	1405.6	2838.3	74	151.7	169.7	338.577	338.547	338.637	0.09	5	5	4	2	1	1										821.4	1363.1	863	1409.8	879.5	1462.4	883.1	1467.7	878.4	1446.6	5
												UW	2		SYRACUSE		477.1	1903.9	2725.5	126.9	229.2	309.2	339.127	339.107	339.167	0.06	72	3	4	2	9	0										473.4	1926.1	477.8	1902.1	482.2	1882	489.9	1849.1	498.8	1823.9	5
												OW	1		KNOW		820	1218.2	2495.1	308.2	385.3	586.2	339.667	339.657	339.717	0.06	63	0	0	0	4	0										820	1218.2	798.7	1204.1	807.7	1089.8	813	1103.8	850.2	1090.8	6
												AY	1		LIKE		722.8	2040.2	2861.2	429.9	442.2	267.1	340.034	340.007	340.066	0.059	47	1	6	1	7	0		m								639.8	1903.8	686.7	2028.9	719.9	1998.5	698.1	1844.8	683.4	1701.1	5
												AE	1		BASKETBALL		730.1	2111.7	2865.2	110.9	192.9	221.7	340.234	340.207	340.287	0.08	3	3	4	1	1	5										699.8	2060	731.4	2112.6	740	2092	737.7	2052.2	717.9	1990.6	5
												AO	2		BASKETBALL		700.1	1168.9	2200.8	97.1	133.9	1124.4	340.494	340.477	340.527	0.05	53	5	4	2	1	0										685.5	1149.9	700.1	1168.9	731.1	1218.2	756.8	1258.5	774.3	1283.1	6
												AA	1		COLLEGE		1011.4	1620.3	2543	94.7	163.3	1933.1	342.31	342.283	342.363	0.08	5	5	4	2	6	1										997.6	1568	1011.5	1622.1	1001.6	1637.9	974.1	1626.5	940.1	1592.8	5
												IH	0		COLLEGE		695.4	1949.1	3082	98.5	228.6	232	342.47	342.453	342.503	0.05	1	2	5	2	7	0										711.7	1911.6	695.4	1949.1	662.2	2005.6	637	2043.5	618.5	2060.8	4
												AY	1		MY		986.6	1805.7	1961.9	184.1	199.1	1539.1	358.343	358.331	358.411	0.08	41	0	0	0	2	0		m								985.1	1837.3	963	1814.7	906.7	1717.7	847	1757.5	794.6	1848	6
												AA	1		MOM		946.5	1528.9	1811.8	239.9	241.8	315.4	358.531	358.491	358.611	0.12	5	4	1	2	2	0										924.9	1519.6	949.4	1533.3	954.6	1550.1	942.9	1546.2	950.4	1515.5	6
												AH	0		THE		604.7	1696.8	2266	81.4	174.9	1347.7	358.921	358.891	358.981	0.09	6	0	0	0	3	0										622.1	1714.8	602	1695.5	611.9	1667.9	706.7	1591.6	748.3	1604.1	6
												UW	1		TOO		543.4	2020.4	2803.2	115.4	185.3	212.6	359.617	359.61	359.751	0.141	73	0	0	0	3	0										574.7	1973.1	581	1863.5	588.1	1779.2	587.3	1705.5	586.3	1743.7	5
												UW	1		KNEW		629	2076.3	2818.9	77.3	131.6	116	360.176	360.169	360.279	0.11	73	0	0	0	4	0										632.6	2003.2	640.5	1856.8	645.9	1645.5	643.4	1412.4	639.7	1265.5	5
												AA	1		LOT		910.4	1073.9	3057.9	391.8	553.8	431.4	360.469	360.429	360.549	0.12	5	1	4	1	7	0										862.1	1057	920	1069.7	913.3	1197.7	926	1218.7	905.2	1531.3	4
												AH	1		OF		872.6	1444.8	1898.4	78	85.3	1179	360.629	360.579	360.729	0.15	6	3	2	2	0	0										845.2	1341.1	874.7	1448.4	901.8	1482.7	916.7	1538.1	877	1599.8	6
												OW	1		NO		967.4	1672.9	2054.5	356	205.3	1238.5	363.144	363.117	363.377	0.26	63	0	0	0	4	0										1014.7	1571.5	958.4	1436	906	1247.4	898.1	1222	782	1052.3	6
												EH	1		THERE		714.6	1970.2	3020.2	146.9	257.1	181.1	363.46	363.427	363.527	0.1	2	6	4	2	3	0										757.3	2114.4	704.6	1948.1	701	1975.3	712.2	2005.3	731.3	1962.5	4
												AH	1		WASN'T		735.3	1551	2703.2	103.3	163.3	238.3	363.617	363.597	363.656	0.059	6	3	4	2	9	1										729.3	1478.6	735.8	1561.4	735	1638.1	721.8	1680.5	703.4	1675.2	5
												AH	0		WASN'T		751.8	1783.4	3061.6	101.5	205.3	314.9	363.756	363.736	363.797	0.061	6	4	4	2	3	3										723.1	1744.7	753.9	1787.6	765	1816.8	768.7	1846.5	769.6	1865.5	4
												EH	1		ANY		891.1	1961.3	2736	78.5	89.3	2804.9	363.957	363.937	363.996	0.059	2	4	4	2	0	1										889.3	1953.3	890.5	1961.7	882.5	1958.5	868.9	1943.7	850.5	1934.2	5
												IY	0		ANY		638.7	2964.2	3599.6	180.3	319.8	781.2	364.164	364.077	364.337	0.26	12	0	0	0	4	0										664.6	2911.8	635	2962.4	601.3	3001.8	621	2989.2	649.1	2937.7	3
												AH	0		YOU		835	1962.9	2951.1	321.6	276.3	239.1	364.557	364.537	364.597	0.06	6	0	0	0	9	0										852.7	2076.7	834.2	1951.8	844.9	1915.9	875.1	1891.2	893.2	1849.3	5
												IY	0		ANYTHING		662.1	2498.1	3280.4	275.7	135.5	191.3	365.937	365.914	365.984	0.07	11	3	3	1	4	1										685.8	2505.2	659.5	2496.3	606.3	2456.6	732.4	2523.2	1007.6	2556.1	4
												IH	2		ANYTHING		557.5	2460.1	3222	171.3	172	235.6	366.031	366.014	366.064	0.05	1	4	6	2	3	0										585	2414.8	557.5	2460.1	576.3	2533.7	588.1	2584.5	588.1	2614.8	4
												AY	1		I		944.9	1946.8	3059.7	91	188.8	317.6	366.255	366.214	366.334	0.12	41	0	0	0	0	0										929.3	1853.1	944.9	1953.6	927.7	2088.8	868.2	2189.5	810	2314.8	4
												AE	1		HAD		835.5	2079.3	2992.1	70.7	153.3	358.1	366.441	366.414	366.494	0.08	3	1	4	2	0	0										852.7	2086.9	833.1	2079.2	798.7	2088	753.7	2114	680.8	2110	4
												AH	0		TO		564.6	2049.2	3167.7	91.3	118.3	148.3	366.577	366.543	366.644	0.101	6	0	0	0	3	0										568.4	2051.4	563.5	2048.8	536.9	2046.6	541.7	2078	558.9	2120.6	4
												IY	1		DEAL		503.3	2421.6	3074.5	123	225.5	208.8	366.96	366.934	367.013	0.079	11	5	4	2	3	0										465.9	2477.7	512.8	2408.7	561.1	2331.9	589.5	2230.8	603.1	2096.3	4
												IH	1		REALLY		624.7	2040.9	2733.4	181.4	215.5	513.8	367.313	367.273	367.394	0.121	1	5	4	2	7	1										610.3	2052.7	626.8	2036.1	662.8	2005.5	714.8	1985.9	745.2	1933.3	4
												IY	0		REALLY		621.7	2084.8	3063.3	137.6	142	165.7	367.501	367.454	367.594	0.14	12	0	0	0	7	0										655.7	1948.1	618.5	2100.2	596.8	2257	578.3	2389	568.4	2468.6	4
												AY	1		I'VE		905.1	1968.2	2896.5	143.7	139.9	375.5	368.211	368.186	368.286	0.1	41	3	2	2	0	0		s								899.4	1968.5	893.8	1979.3	837.2	2046.9	752.5	2069.3	657.2	1965	4
												IY	1		SEEN		510.6	2627.9	3104.6	120.4	172	335.4	368.463	368.416	368.556	0.14	11	4	4	2	3	0										678.3	2418.2	511.5	2650.7	521.8	2791.2	537.2	2921.6	568.9	2867.8	4
												AH	1		OTHER		815.2	1484.1	2797	100.9	259	98.3	368.922	368.885	368.996	0.111	6	3	3	2	0	1										779.8	1577.6	818.9	1485.9	845.6	1483.4	833.3	1482.1	771.7	1514.8	4
												ER	0		OTHER		613.1	1946.5	2694.9	146.3	176.1	307.3	369.062	369.045	369.096	0.051	94	0	0	0	3	0										618.2	1933.2	611.8	1949.4	603.1	1972.6	595.4	2028.5	586.7	2076.4	4
												IH	1		KIDS		730.6	2245.6	3017.1	116.2	146.6	246.5	369.229	369.186	369.315	0.129	1	1	4	2	6	3										693.5	2270.4	733	2242.4	739.7	2215.9	732.8	2216	693.3	2201.8	4
												AH	1		BUT		640.7	1602.9	2739.1	117.4	226.6	161.4	369.526	369.506	369.565	0.059	6	1	4	1	1	0										677.6	1676.4	638	1602.3	635.6	1660.5	625.1	1730.5	581.1	1748.9	5
												AA	1		NOT		971	1795.2	3207.5	187.4	125.3	1102.9	369.676	369.626	369.776	0.15	5	1	4	1	4	0										930.7	1848.8	973.1	1789.9	1002.1	1731.4	1007.3	1686.2	979.5	1660.1	5
												IY	1		ME		587.6	2710.9	3414.1	90.5	145.8	345.1	369.929	369.886	370.016	0.13	12	0	0	0	2	0										582.1	2678	587.7	2709.9	575.9	2720.2	552.3	2695.3	535.5	2432.8	4
												ER	1		PERSONALLY		647.8	1713.3	1970.7	89.3	227.8	240.1	370.099	370.065	370.166	0.101	94	3	4	1	1	2										650.9	1664.8	647.9	1718.6	657.4	1825	644.2	1866.9	610.9	1804.9	6
												IY	0		PERSONALLY		732.3	2062	3270.3	211.1	104	179	370.459	370.416	370.546	0.13	12	0	0	0	7	0										740.2	1888.3	730.6	2080.2	712	2245.8	759.6	2351	696.8	2439.7	4
												IY	0		DEFINITELY		546.5	2179.1	3489.7	693.3	534.1	760.3	376.012	375.995	376.045	0.05	12	0	0	0	8	0										529.4	2120.3	546.5	2179.1	543.1	2244.2	528.1	2165.3	547.8	2121	4
												OW	1		OVER		635	1012.4	2677.1	111.7	106	207.1	378.224	378.213	378.273	0.06	62	3	2	2	0	1										635	1012.4	638.1	989.5	629.5	947.4	620	907.9	627	897.3	5
												ER	0		OVER		744.7	1642.7	4339.5	278.1	236.3	1169.1	378.356	378.333	378.403	0.07	94	0	0	0	1	0										755.5	1670.4	744.3	1639.8	737.6	1625	739.9	1620.2	753.2	1601.4	3
												AH	1		WHAT		780.9	1242.4	2781	72.2	118.1	164.5	378.51	378.473	378.583	0.11	6	1	4	1	9	0										747.6	1155.2	782.9	1248.9	813.6	1356.3	834.1	1450.3	847.6	1559.3	5
												OW	1		OVER		657.5	1164.3	2169.1	157.6	294.6	62.6	380.256	380.231	380.331	0.1	62	3	2	2	0	1										660.2	1278.8	651.1	1051.7	648.6	1088.9	642.1	1091.9	609.6	1070.7	6
												ER	0		OVER		653.1	1342.3	1994.1	90.5	221.5	121.4	380.421	380.401	380.461	0.06	94	0	0	0	1	0										657.8	1354.1	652.2	1339.5	642.8	1293.6	634.2	1203.5	625.1	1119.4	5
												AH	1		WHAT		732.3	1719	2716.8	122.5	177.2	244.2	380.538	380.521	380.571	0.05	6	1	4	1	9	0										734.8	1664.8	732.3	1719	697.9	1791	643.8	1851.6	617.3	1847.7	5
												EY	1		THEY		633.3	2316.2	3028.3	140.6	143.9	336.4	380.686	380.651	380.721	0.07	22	0	0	0	3	0										616.9	2226.2	626.6	2267.4	633.3	2316.2	674.1	2341.6	748.5	2208.9	4
												EH	1		SAID		767.1	1897.3	2917.1	83.1	266.7	192.4	380.837	380.81	380.891	0.081	2	1	4	2	3	0										702.5	1854.3	772.3	1900.4	809	1935.8	788.8	1960.2	710.6	1962.2	4
												EH	1		THEIR		612.7	1989.8	3088.3	84.9	123.6	443	381.07	381.05	381.111	0.061	2	6	4	2	3	0										612.2	1992.2	612.6	1990.7	613.6	1994.2	618	1992.2	623.3	1993.1	4
												EH	1		FRIEND		903.3	1857.4	2562.6	122.6	138.4	496.1	381.348	381.281	381.481	0.2	2	4	4	2	8	3										885.6	1848.2	903.7	1858.2	890.1	1871.8	883.7	1869.6	844.7	1929.1	5
												UW	1		YOU		499.4	1146.9	2137	255.9	755	357.5	383.114	383.094	383.154	0.06	72	0	0	0	9	0										497.3	1111.5	500.8	1172.2	510.5	1381.1	547.3	1661.2	624	1800.4	6
												OW	1		KNOW		762.5	1227.1	2342.7	266.6	167.8	623.4	383.222	383.214	383.294	0.08	63	0	0	0	4	0										764.1	1218.9	741.7	1174	683.7	1121.8	648.9	1142	608.1	1236.7	6
												UW	1		YOU		448.3	1146.3	1996.3	118	572	608.3	383.411	383.394	383.444	0.05	72	0	0	0	9	0										448.4	1203	448.3	1146.3	450.9	1185.3	465.7	1313.2	501.2	1385.1	6
												AO	1		CALLED		826.1	1204.8	2729.8	108.6	164.9	365.2	383.584	383.544	383.664	0.12	53	5	4	2	6	3										823.6	1235.8	825.5	1200.3	814.6	1169.7	800.9	1176.2	765.6	1223.2	5
												AH	1		MOTHER		861.8	1278.5	2950.9	67.5	107	267.4	383.947	383.914	384.014	0.1	6	3	3	2	2	1										857.3	1244.5	861	1286.4	840.6	1360.9	776.3	1437.9	758.2	1530.4	5
												ER	0		MOTHER		690.8	1846	2371.3	72.3	234.3	289.7	384.144	384.084	384.264	0.18	94	0	0	0	3	0										707.2	1870.1	688.5	1843.2	687.6	1855	670.2	1842.2	680	1850.3	5
												OW	1		OVER		646.3	1015.4	2565.1	74.6	222.3	927.3	384.577	384.564	384.644	0.08	62	3	2	2	0	1										648.9	1008.8	667	953.7	646.4	939.4	602.6	960.4	603.8	1006.7	6
												ER	0		OVER		633.2	1537.6	1983.1	69.5	183.9	216.8	384.761	384.744	384.794	0.05	94	0	0	0	1	0										633.7	1530.2	633.2	1537.6	631.3	1546.8	628.1	1551.3	625	1556.1	5
												OY	1		BOYFRIEND		591.5	1035.6	2552.8	61.5	117.1	227.6	384.991	384.934	385.104	0.17	61	3	2	1	1	1										596.2	975.2	592	1049.4	602.2	1352.1	560.1	1909	553.8	2299.1	5
												OW	1		OVER		633.3	1575.5	2598.6	128.5	202.7	338.1	385.597	385.584	385.733	0.149	62	3	2	2	0	1										655.4	1413	611.8	1210.8	605.5	1189.9	638.8	1277.1	737.6	1849.6	5
												ER	0		OVER		648.3	1615.1	2124.9	94.4	205	822.9	385.85	385.804	385.943	0.139	94	0	0	0	1	0										631.7	1545.7	649.4	1620.6	652.5	1640.4	649.3	1668.9	625.4	1746.6	6
												OW	1		KNOW		842.4	1690.5	1966	133.6	250.9	1094.2	386.128	386.114	386.203	0.089	63	0	0	0	4	0										850.4	1664.6	859.7	1580.5	841.6	1501.8	814.8	1409.1	799.3	1329.7	6
												OW	1		NO		874.9	1719	2064.3	81.7	161	1658.3	388.428	388.396	388.536	0.14	63	0	0	0	4	0										876.7	1737.5	880.2	1603.3	887.2	1477.3	845.9	1327	783.2	1195.7	6
												AY	1		I'VE		812.4	1822.3	2787.7	171	186.7	378.4	388.722	388.716	388.766	0.05	41	3	2	2	0	0		m								809.8	1843.2	794	1867.3	763.4	1878.9	738.1	1861.3	714.6	1825.2	5
												EH	1		NEVER		846	1876.9	2936.3	89.1	146.3	280.3	388.909	388.885	388.956	0.071	2	3	2	2	4	1										828.1	1897.8	846.8	1875.6	843.3	1861.9	826.9	1833.6	804	1804.8	4
												ER	0		NEVER		624.8	1743	2202.4	105.8	137.2	759.6	389.082	389.056	389.135	0.079	94	0	0	0	1	0										625.9	1714.5	625.6	1747.4	630.5	1772.4	635.5	1811.8	667.9	1776	6
												AH	0		IT'S		618.7	2244	3176.7	125	89.4	336.8	398.546	398.529	398.579	0.05	6	1	4	1	0	3										628.7	2246.2	618.7	2244	603.8	2219.7	585.9	2184.9	548.2	2133.8	4
												AA	1		NOT		753.4	1506.7	1914.6	206.9	217.8	98.1	398.729	398.689	398.809	0.12	5	1	4	1	4	0										739.5	1429	754.7	1511.2	776.7	1530.7	797.7	1529.4	805.3	1459.4	6
												IY	1		EVEN		736.4	2742.7	3301.7	116.1	112.3	2760.3	398.872	398.839	398.939	0.1	11	3	2	2	0	1										766.2	2625.8	730	2745.4	684.9	2720.2	667.9	2663.1	657.4	2409.3	4
												AH	0		EVEN		715.1	2070.8	2955	98.7	117.8	429.5	398.992	398.969	399.039	0.07	6	4	4	2	1	0										710.1	2057.3	716	2070.2	723.1	2048	722.2	2017.7	714.1	1985.8	4
												AY	1		LIKE		737.5	1982.6	3109.5	92.6	75	1126.8	399.944	399.957	400.008	0.051	47	1	6	1	7	0										669	2338.3	621.6	2475.8	571.4	2595.6	515.8	2441.8	478.5	2178.6	5
												UW	1		HUGE		478.9	1579.7	2764.3	63.9	337.3	99.7	400.301	400.248	400.408	0.16	72	2	5	2	9	0										487.3	1736.7	477.5	1552.7	477.5	1329.9	473.5	1279.3	468.8	1334.7	5
												OW	1		KNOW		841.8	1442.1	2916.9	276.3	179.3	395.2	400.703	400.647	400.907	0.26	63	0	0	0	4	0										836.4	1460.6	832.9	1265.6	845.7	1072.7	814.2	1473.1	773.4	1674.8	5
												AH	1		UPROARS		874.4	1384.6	2763.3	179.9	117.4	136	400.944	400.907	401.018	0.111	6	1	1	1	0	1										860.9	1601.6	879.8	1389.4	910.8	1404	899.6	1389.7	843.8	1337.4	5
												AO	2		UPROARS		632.4	1012.6	2077.6	227.7	194.5	409.6	401.145	401.128	401.178	0.05	64	6	4	2	8	3										655.2	979.8	632.4	1012.6	624.6	1053.2	624.7	1098.5	620.3	1138.6	5
												AY	1		LIKE		661.2	2041.9	3047.8	113.1	191.7	157.3	401.316	401.317	401.368	0.051	47	1	6	1	7	0										648.8	2209.7	615.2	2358.1	573.8	2469.8	536.9	2586	519.5	2536.3	4
												AE	1		YEAH		801.4	2077.5	2987.5	107	147	359.4	401.521	401.478	401.608	0.13	3	0	0	0	9	0										743.3	2200.6	807.7	2062.4	839.6	1949.5	789.3	1847.2	635	1722.9	5
												AY	1		MIGHT		837.8	1715.6	2708	83.9	183.4	243	401.746	401.738	401.837	0.099	47	1	4	1	2	0										828.1	1950	775.7	2121.6	686.1	2219.3	642.1	2231	644.5	2216.2	5
												IY	0		BE		514.8	2616.4	2925.2	205.4	215.5	688.8	401.921	401.888	401.988	0.1	12	0	0	0	1	0										515.5	2546.2	512.7	2622.7	493	2556.6	510.3	2308.8	570.4	2238.9	4
												AH	1		BLOOD		876.1	1478.3	2894.4	64.4	135.6	148.3	402.138	402.108	402.198	0.09	6	1	4	2	8	0										852.3	1399.8	876.8	1484.8	863.4	1571.5	802.2	1641.7	709.8	1671.4	5
												ER	0		OR		605.5	1954.6	3001.3	155.7	123.3	508.6	402.258	402.238	402.298	0.06	94	0	0	0	0	0										607.7	1958.1	605.1	1953.9	597.2	1943.1	587.6	1949.2	580.8	1974.6	4
												IH	0		SOMETHING		638.2	1815.5	2985.2	227.4	277.6	268.8	402.571	402.548	402.618	0.07	1	4	6	2	3	0										775.7	1926	640.1	1823	662.7	1940.3	695	2059.6	726.2	2203.1	5
												AY	1		LIKE		743.1	1709.3	3015.8	98.1	191.9	165.1	402.869	402.858	402.938	0.08	47	1	6	1	7	0										738.4	1784.4	696.8	1972.8	638.2	2177.8	593.7	2401.7	550.4	2562.7	5
												IH	1		IT		536.8	2228.6	2929.9	245	226.8	320.1	403.155	403.118	403.228	0.11	1	1	4	1	0	0										781.4	2205.2	537.7	2235.6	564.8	2298.9	556.1	2437.3	532.5	2546.5	4
												IH	1		GETS		627.6	2210.7	2526.1	122.2	208.8	2111.1	403.295	403.278	403.328	0.05	1	1	4	1	6	3										625.8	2280.6	627.6	2210.7	611.9	2069.1	570.3	1967.3	525.5	2005.2	5
												AH	1		UP		933.8	1665	2713.7	122.7	78.5	1175	403.728	403.708	403.768	0.06	6	1	1	1	0	0										918.5	1688.2	934.3	1660.9	930.7	1621.2	919.8	1580.3	907.9	1548.7	5
												IH	1		PRETTY		580.6	2114.8	2661.8	75.5	167.5	263	404.238	404.221	404.271	0.05	1	1	4	1	8	1										586.5	2104.5	580.6	2114.8	570	2138.8	563.5	2161.3	559.4	2190.4	5
												EH	1		THERE'S		611.5	1840.7	2726.9	162.1	167.8	239.5	405.895	405.875	405.935	0.06	2	6	4	2	3	3										619.4	1817.8	609.8	1843.6	589.1	1866.7	561.1	1863.7	539.2	1843.2	5
												EY	2		ALWAYS		523.1	1552.8	2747.6	69.2	198.1	140.4	406.137	406.125	406.284	0.159	21	3	4	2	9	0										511.9	1804.8	509.4	2318	510	2424.2	504.1	2331.1	504.9	2004.1	5
												OW	1		KNOW		834.5	1465.8	1899.4	54.1	158	978.8	406.529	406.504	406.885	0.381	63	0	0	0	4	0										802.2	1206.9	781.9	1137.3	686.4	994.1	616.6	923.4	619.3	955.7	6
												AY	1		I'LL		917.8	1372.7	2780.7	88.5	106.5	274.1	406.957	406.885	407.035	0.15	41	5	4	2	0	0		m								840.5	1325.2	884.6	1375.5	917.6	1369.4	911.6	1331	890.5	1297.3	5
												EH	1		THREATEN		914.7	1803.6	2488	130	217.2	651.7	407.258	407.235	407.305	0.07	2	1	4	1	8	1										868.6	1811.7	919.1	1804	949.8	1823.1	950.1	1866.2	922.9	1908.9	4
												UW	1		DO		451.1	2100.9	2622.3	134.9	309.6	377	407.601	407.594	407.705	0.111	73	0	0	0	3	0										455.3	2199.9	458.5	2048.6	467.5	1971.1	461.3	1982.2	460.4	1993.1	5
												IH	1		THIS		754	2046.9	2887.1	88.2	116.2	171.2	407.812	407.755	407.925	0.17	1	3	4	1	3	0										690.2	2031.8	755.3	2046.7	764.4	2040.4	767.2	2035.3	760.6	1985.2	4
												AY	1		I'LL		805.5	1806.4	3143.1	376.2	786.6	455.1	408.09	408.075	408.135	0.06	41	5	4	2	0	0		m								859.5	1925.2	733.9	1586.1	761.4	1458.6	811.9	1432.1	837.9	1397.2	4
												EH	1		THREATEN		839.6	1754.2	2371.4	67.9	200.4	366.9	408.322	408.275	408.415	0.14	2	1	4	1	8	1										791.2	1737.7	845.8	1757.3	879.1	1824.2	882.7	1904.7	886.4	1966.9	5
												OW	1		KNOW		767	1605.8	2662.7	210	358.9	553.8	408.692	408.685	408.745	0.06	63	0	0	0	4	0										767	1605.8	741	1470.7	717.9	1387	696	1373.9	673.2	1485.2	5
												AH	1		GUN		876.9	1429.8	1895.8	82	111.2	1543.1	409.288	409.225	409.415	0.19	6	4	4	2	6	0										877.2	1460.9	875.9	1426.7	865.5	1395.9	881.7	1390.5	879.7	1415.5	6
												AY	1		MIND		839.4	1809.9	2794.4	82.3	234.5	397.5	411.055	411.052	411.122	0.07	41	4	4	2	2	3										828.4	1961	818.4	2069.5	807.5	2187.6	792.1	2267.3	760.5	2311.7	5
												AH	0		BUSINESS		747.9	1764.2	3152.1	150.8	138.5	282.8	411.602	411.582	411.642	0.06	6	3	4	1	4	0										762.4	1765.6	746.2	1763.4	732.4	1758.5	705.2	1776.6	674.1	1776.6	4
												AE	1		AND		703.9	1770.9	3119.5	180	200.1	391.7	411.789	411.762	411.842	0.08	3	4	4	2	0	3										675	1735.1	704.6	1772.7	715.3	1792.4	733.3	1816.5	741.9	1807.8	4
												AA	1		ON		856.5	1149.4	2213.2	183.6	171.7	455.6	413.059	413.019	413.139	0.12	5	4	4	2	0	0										855.9	1084.9	850.1	1159.7	814.5	1246.1	824.7	1359.3	816.6	1417.5	6
												AY	1		LIFE		783.6	1565.7	3073.7	97.8	150.3	175.7	413.386	413.369	413.469	0.1	47	3	2	1	7	0										782.6	1600.8	759.5	1793.8	717.6	1955.4	665.6	2063.7	636.3	2154	5
												AO	1		MORE		814.3	1088.4	2328	168.6	311.7	175.5	426.189	426.159	426.248	0.089	64	6	4	2	2	0										805.8	996	813.8	1095.8	812.8	1173.1	810.1	1245.9	809.2	1266.8	6
												AY	1		LIKE		739.4	1834.7	2727.6	115.3	154.7	1144.8	427.13	427.122	427.192	0.07	47	1	6	1	7	0										729.3	1921.4	678.8	2059.3	621.8	2225	582.8	2269.3	528.4	2107.9	5
												IH	1		CITY		649.6	2075.9	3003	167.1	125.8	149.5	427.429	427.412	427.462	0.05	1	1	4	1	3	1										641.4	2069.8	649.6	2075.9	643.9	2078	618.6	2071.1	576.5	2058.9	4
												IY	0		CITY		515.6	2864.1	3410	233.5	159.5	470.8	427.572	427.512	427.691	0.179	12	0	0	0	3	0										522.1	2776.1	514.8	2869	516.4	2878.3	535.2	2870.8	616.6	2897.7	4
												IY	0		CITY		672.6	2587.6	3040.3	292	205.6	1661.6	429.87	429.827	429.957	0.13	12	0	0	0	3	0										691.4	2519	676.1	2588.1	690.5	2565.8	718.1	2582.2	717.9	2578.7	5
